Date,Temperature (°C),Precipitation (mm),Wind Speed (km/h),Weather Condition,Underground Delays (min),Underground Cancellations (%),Underground Ridership (thousands),Bus Delays (min),Bus Cancellations (%),Bus Ridership (thousands),Overground Delays (min),Overground Cancellations (%),Overground Ridership (thousands),Tram Delays (min),Tram Cancellations (%),Tram Ridership (thousands),DLR Delays (min),DLR Cancellations (%),DLR Ridership (thousands),National Rail Delays (min),National Rail Cancellations (%),National Rail Ridership (thousands)
2020-05-10,17,17,6,Thunderstorm,6,1,234,14,3,80,11,3,116,15,7,116,20,6,115,16,7,99
2020-05-11,7,0,14,Clear,2,0,308,1,0,112,4,1,110,1,0,117,3,2,147,3,0,116
2020-05-12,11,13,26,Heavy Rain,6,3,239,13,7,117,16,6,120,15,7,84,11,6,80,14,6,86
2020-05-13,18,7,17,Light Rain,3,1,256,9,4,92,9,4,95,8,5,93,7,4,115,5,3,95
2020-05-14,10,0,16,Clear,1,0,303,2,0,143,3,2,128,3,2,112,1,1,127,3,1,123
2020-05-15,15,0,26,Clear,2,1,289,5,1,113,2,2,109,3,1,119,2,1,132,2,2,127
2020-05-16,15,0,27,Clear,2,0,311,3,1,124,3,2,146,2,1,141,1,0,128,4,2,144
2020-05-17,11,0,14,Clear,3,1,304,1,2,139,2,0,138,5,1,116,2,2,132,4,1,123
2020-05-18,11,0,27,Clear,3,0,310,5,1,140,3,1,111,3,2,106,2,2,136,1,0,121
2020-05-19,15,0,19,Clear,2,0,302,1,0,134,4,1,108,5,1,107,4,1,144,3,1,105
2020-05-20,18,0,21,Clear,2,0,319,3,1,127,2,1,100,2,1,129,1,0,145,2,0,138
2020-05-21,12,0,10,Clear,2,0,289,4,1,119,4,1,133,5,2,149,1,1,133,5,0,143
2020-05-22,10,0,16,Clear,3,0,306,5,1,144,3,0,112,4,1,104,1,1,131,2,1,133
2020-05-23,17,0,16,Partly Cloudy,1,0,311,4,0,144,2,1,142,3,1,115,4,1,123,2,1,127
2020-05-24,15,18,23,Thunderstorm,8,1,248,12,7,106,10,5,84,13,8,87,12,4,84,20,6,87
2020-05-25,11,0,20,Partly Cloudy,2,0,317,3,1,140,4,1,150,3,1,141,1,0,136,2,0,126
2020-05-26,18,11,21,Heavy Rain,8,2,236,10,6,88,16,5,98,15,7,105,15,5,119,18,4,95
2020-05-27,16,7,9,Light Rain,2,0,274,6,4,111,9,3,91,9,3,104,8,3,92,7,3,124
2020-05-28,10,0,17,Clear,3,1,303,3,0,131,4,0,108,3,0,140,1,2,112,2,0,121
2020-05-29,18,0,6,Partly Cloudy,2,1,311,3,0,103,2,1,113,4,1,103,2,0,139,1,1,106
2020-05-30,14,0,20,Clear,2,1,312,2,1,104,2,2,108,5,0,107,3,2,128,1,2,120
2020-05-31,10,0,19,Partly Cloudy,2,0,307,2,1,141,2,1,109,4,2,106,2,2,106,3,1,133
2020-06-01,27,1,6,Clear,3,1,303,2,0,117,5,0,139,2,0,142,3,2,103,5,2,134
2020-06-02,31,0,22,Clear,3,1,298,2,1,129,2,1,131,3,2,146,2,2,129,1,2,118
2020-06-03,23,0,11,Partly Cloudy,2,1,290,5,0,126,4,1,133,4,1,104,2,1,110,4,1,145
2020-06-04,29,0,23,Clear,3,0,313,3,2,121,2,2,132,3,1,121,2,0,116,3,1,123
2020-06-05,21,17,28,Thunderstorm,7,3,239,15,4,74,16,5,93,10,5,97,16,6,83,19,8,95
2020-06-06,30,0,19,Clear,1,0,285,4,1,117,4,2,120,1,2,145,2,2,129,5,2,139
2020-06-07,31,11,14,Heavy Rain,8,3,266,19,4,128,19,5,88,20,6,119,19,7,105,19,5,113
2020-06-08,23,6,30,Light Rain,2,1,256,8,2,107,8,3,97,8,3,99,8,2,137,7,3,118
2020-06-09,34,15,23,Heavy Rain,7,3,268,15,5,105,10,7,91,17,5,120,18,6,114,16,7,90
2020-06-10,23,3,22,Clear,3,1,305,2,1,136,3,0,137,4,1,115,2,1,109,2,1,110
2020-06-11,26,0,26,Clear,1,1,284,3,1,132,4,1,124,5,1,133,4,1,116,2,1,121
2020-06-12,33,0,27,Clear,2,1,292,2,1,131,1,2,107,4,0,110,4,1,147,3,1,104
2020-06-13,30,0,10,Clear,3,0,302,1,0,131,5,1,134,4,2,145,4,2,101,2,1,135
2020-06-14,28,0,21,Clear,2,1,295,4,1,112,4,1,147,1,0,114,2,2,109,3,1,109
2020-06-15,32,0,29,Partly Cloudy,2,1,308,5,2,126,2,0,124,3,1,104,4,0,101,2,1,128
2020-06-16,23,12,6,Heavy Rain,8,1,266,14,4,127,20,6,123,18,5,122,17,5,101,13,5,126
2020-06-17,27,0,22,Clear,2,1,310,3,0,130,2,1,150,2,1,108,2,1,103,2,1,124
2020-06-18,30,0,22,Clear,2,1,312,1,1,109,4,1,148,4,1,130,2,1,139,3,1,105
2020-06-19,34,0,26,Clear,1,1,287,2,2,127,2,1,104,2,1,135,5,2,115,1,1,130
2020-06-20,25,0,22,Clear,3,1,317,4,0,143,5,1,101,2,0,145,4,2,141,4,0,107
2020-06-21,24,14,14,Heavy Rain,6,2,250,10,7,99,15,5,125,12,8,92,13,7,91,18,6,101
2020-06-22,26,0,8,Clear,3,0,291,5,1,143,4,0,106,3,1,142,3,1,107,2,1,115
2020-06-23,27,0,28,Clear,3,1,305,5,1,121,3,0,142,2,1,147,2,0,139,2,1,106
2020-06-24,21,0,17,Clear,1,0,307,4,1,129,4,0,128,4,1,108,5,1,118,3,2,140
2020-06-25,35,0,11,Clear,2,1,285,2,2,127,2,1,118,4,1,120,1,1,137,5,0,111
2020-06-26,27,0,20,Clear,3,1,315,2,2,142,4,2,132,4,0,118,4,1,123,4,1,128
2020-06-27,27,0,12,Clear,2,1,308,2,1,128,5,2,125,3,1,124,3,0,103,2,1,110
2020-06-28,31,3,16,Partly Cloudy,2,0,308,4,2,132,3,2,147,5,2,113,2,0,146,5,0,130
2020-06-29,31,0,13,Partly Cloudy,1,0,312,5,1,105,2,1,140,3,1,136,4,0,135,2,0,109
2020-06-30,25,0,28,Clear,2,1,310,4,0,128,2,1,118,4,1,142,5,1,139,2,0,149
2020-07-01,26,6,10,Light Rain,4,1,271,9,4,136,5,4,128,9,3,131,8,2,116,9,3,123
2020-07-02,20,0,5,Partly Cloudy,2,0,287,2,0,150,2,1,148,4,1,126,3,2,122,3,1,108
2020-07-03,20,0,13,Clear,2,1,285,3,2,141,4,1,126,4,1,124,2,0,102,2,0,117
2020-07-04,27,0,13,Partly Cloudy,2,0,286,1,2,101,3,1,103,2,1,109,1,0,106,2,2,108
2020-07-05,31,0,25,Clear,1,0,295,5,1,150,4,2,108,5,1,118,2,2,135,1,1,117
2020-07-06,21,19,17,Thunderstorm,8,2,230,18,4,115,13,8,87,13,5,92,18,4,103,18,7,93
2020-07-07,21,18,27,Thunderstorm,8,2,225,19,5,80,17,5,77,17,5,118,12,5,70,17,7,119
2020-07-08,26,0,28,Clear,3,1,293,3,1,132,5,2,113,5,0,108,4,1,126,3,1,131
2020-07-09,31,5,5,Partly Cloudy,2,0,311,2,1,135,4,2,113,5,0,118,4,1,137,3,1,148
2020-07-10,26,0,26,Clear,1,0,287,5,1,101,3,1,141,3,1,109,2,0,129,4,1,138
2020-07-11,29,0,17,Partly Cloudy,1,0,281,3,2,116,5,1,139,2,2,136,5,1,122,4,1,132
2020-07-12,29,0,23,Clear,2,1,304,3,2,137,2,1,128,2,1,102,2,0,113,2,0,120
2020-07-13,30,0,20,Clear,2,0,318,3,0,109,3,2,140,1,0,110,4,1,134,5,1,111
2020-07-14,25,5,14,Partly Cloudy,1,1,312,4,2,125,1,1,110,3,0,124,5,0,113,4,1,131
2020-07-15,23,0,21,Partly Cloudy,3,1,284,3,2,127,3,1,127,3,1,107,2,1,131,2,1,131
2020-07-16,23,13,12,Heavy Rain,8,2,252,17,4,102,20,5,119,10,8,123,10,5,101,13,8,113
2020-07-17,26,2,7,Partly Cloudy,2,0,294,3,0,145,4,0,136,3,2,125,3,0,102,2,2,112
2020-07-18,29,0,16,Clear,2,0,313,2,2,124,3,0,106,5,2,124,2,2,149,4,0,108
2020-07-19,31,15,19,Heavy Rain,5,2,230,13,7,94,19,4,125,15,6,107,12,5,100,18,5,80
2020-07-20,20,0,21,Clear,2,1,305,5,1,112,4,2,113,2,0,107,2,0,104,2,0,142
2020-07-21,31,9,13,Light Rain,4,2,260,8,3,134,8,5,130,9,3,111,5,5,90,5,3,121
2020-07-22,33,2,14,Clear,2,0,285,1,1,128,2,2,123,4,1,147,4,1,101,2,1,131
2020-07-23,34,19,19,Thunderstorm,7,1,223,15,4,98,18,5,70,19,6,75,18,7,118,11,6,73
2020-07-24,30,0,22,Clear,1,1,307,4,0,116,2,1,116,3,0,109,4,1,140,2,1,101
2020-07-25,33,0,22,Clear,1,0,298,3,0,143,2,1,128,2,2,111,3,2,101,4,1,136
2020-07-26,35,0,11,Clear,2,1,297,5,1,141,4,1,123,5,1,146,4,0,118,3,2,129
2020-07-27,23,0,24,Partly Cloudy,3,0,313,5,1,128,4,1,118,4,1,131,3,1,127,1,1,111
2020-07-28,30,8,10,Light Rain,4,0,287,6,4,122,7,2,134,5,3,119,9,4,124,9,3,140
2020-07-29,34,8,28,Light Rain,3,0,277,7,3,100,8,4,99,9,3,140,9,3,130,8,5,95
2020-07-30,25,0,12,Clear,3,1,282,5,2,105,1,2,100,1,0,122,4,1,142,4,2,140
2020-07-31,25,0,29,Clear,2,1,286,3,2,128,1,1,101,3,1,146,4,1,130,3,1,121
2020-08-01,27,10,16,Light Rain,3,1,254,8,4,112,7,3,103,5,4,121,9,4,122,6,3,115
2020-08-02,27,0,14,Clear,2,0,293,3,2,103,2,1,105,4,2,142,5,1,131,4,1,113
2020-08-03,22,0,7,Clear,3,0,287,1,1,138,4,1,141,1,0,131,2,1,119,2,1,138
2020-08-04,32,0,14,Clear,3,1,286,3,0,117,2,0,106,1,1,109,2,2,118,1,2,115
2020-08-05,22,13,23,Heavy Rain,8,2,226,14,8,106,16,5,120,11,8,92,13,5,119,13,7,81
2020-08-06,25,0,27,Clear,1,1,308,5,0,132,4,2,118,5,1,120,4,1,146,1,0,127
2020-08-07,27,0,7,Clear,3,0,300,4,1,105,5,2,107,1,0,117,4,2,105,2,2,106
2020-08-08,20,0,28,Partly Cloudy,2,1,315,2,2,135,4,1,118,3,1,113,4,1,133,2,1,104
2020-08-09,22,14,17,Heavy Rain,6,1,260,14,6,124,12,4,125,12,6,123,19,6,92,12,5,86
2020-08-10,35,0,20,Partly Cloudy,3,1,301,3,0,149,3,1,123,3,1,121,4,0,120,2,0,108
2020-08-11,35,10,10,Light Rain,4,0,262,7,3,91,7,4,127,9,3,114,8,3,119,7,4,130
2020-08-12,21,0,28,Clear,3,1,310,5,1,118,3,1,109,4,2,145,5,1,109,3,1,123
2020-08-13,28,0,16,Clear,2,1,309,3,1,141,4,1,130,4,0,112,4,1,112,5,0,149
2020-08-14,32,0,19,Clear,1,0,315,1,2,115,5,1,145,1,1,143,4,0,125,5,0,125
2020-08-15,23,11,8,Heavy Rain,9,2,273,20,8,117,18,6,122,19,5,83,15,8,104,12,7,84
2020-08-16,32,0,15,Clear,2,1,295,1,1,113,3,1,102,4,0,146,2,2,139,5,1,116
2020-08-17,26,0,26,Partly Cloudy,3,1,297,5,2,145,2,1,130,3,1,121,3,2,119,2,2,127
2020-08-18,22,0,15,Clear,2,1,284,3,1,144,3,1,132,2,0,109,3,2,101,1,0,109
2020-08-19,25,13,17,Heavy Rain,10,2,241,15,4,99,16,4,101,11,7,127,14,5,80,16,4,109
2020-08-20,31,0,20,Clear,2,0,313,5,0,140,2,2,116,4,0,108,2,0,144,4,0,139
2020-08-21,26,12,18,Heavy Rain,8,2,242,11,4,104,17,6,101,11,6,122,15,7,101,11,5,104
2020-08-22,23,0,16,Clear,2,1,308,4,0,118,1,2,136,5,1,129,3,1,148,4,0,108
2020-08-23,22,0,26,Clear,2,1,320,4,0,117,2,0,145,1,1,119,2,2,102,4,0,116
2020-08-24,23,0,6,Clear,2,0,299,4,0,111,3,1,150,3,1,150,5,1,111,3,2,110
2020-08-25,26,0,24,Clear,2,1,297,2,1,143,5,2,146,1,2,136,3,1,135,3,2,103
2020-08-26,28,18,16,Thunderstorm,7,3,223,18,5,105,16,5,96,16,5,101,15,7,114,12,3,93
2020-08-27,24,0,15,Clear,1,1,318,5,1,113,4,2,122,2,1,107,3,1,131,4,1,112
2020-08-28,32,10,26,Light Rain,4,1,263,5,3,99,6,4,106,5,2,102,5,5,115,8,4,119
2020-08-29,27,0,19,Partly Cloudy,1,1,298,4,0,104,4,1,127,3,2,135,2,0,147,1,1,129
2020-08-30,21,10,23,Light Rain,5,2,271,6,3,96,6,4,109,5,4,105,6,4,103,7,4,139
2020-08-31,30,0,26,Clear,2,1,292,2,2,105,2,2,123,2,2,136,1,0,104,2,1,143
2020-09-01,15,0,7,Partly Cloudy,2,1,301,2,2,114,5,1,107,1,1,129,5,1,110,3,2,138
2020-09-02,21,0,21,Clear,2,1,292,2,1,136,2,0,128,5,0,115,1,0,113,3,1,124
2020-09-03,13,0,6,Partly Cloudy,1,0,307,3,0,118,4,1,129,2,1,119,4,1,116,1,2,136
2020-09-04,19,0,21,Clear,3,0,293,3,1,145,5,2,123,4,1,126,4,2,120,3,1,117
2020-09-05,23,19,6,Thunderstorm,7,2,229,13,4,118,16,6,109,10,7,98,11,6,92,15,5,81
2020-09-06,14,0,27,Clear,1,0,320,1,2,143,4,1,111,3,1,110,4,0,143,4,1,114
2020-09-07,12,14,29,Heavy Rain,7,2,236,15,7,89,13,5,101,13,5,113,12,5,86,14,7,93
2020-09-08,16,0,27,Clear,3,1,291,2,2,122,5,2,149,2,0,118,2,1,125,3,0,144
2020-09-09,19,0,5,Clear,2,0,296,3,0,122,2,1,113,2,0,145,1,1,108,2,0,132
2020-09-10,20,0,7,Clear,1,1,286,5,2,131,3,1,119,3,2,119,4,2,127,4,2,123
2020-09-11,23,7,20,Light Rain,3,0,278,6,5,124,9,4,92,6,3,96,5,3,134,10,4,93
2020-09-12,21,12,30,Heavy Rain,7,1,223,16,7,102,19,7,99,11,4,100,13,7,93,11,8,106
2020-09-13,23,0,9,Clear,1,0,299,3,2,125,1,2,139,4,1,130,3,2,117,3,1,132
2020-09-14,17,0,15,Clear,2,0,311,3,1,131,3,1,119,1,1,122,5,1,134,4,0,134
2020-09-15,19,0,28,Clear,1,0,318,5,0,149,2,2,143,5,0,120,4,1,132,3,2,148
2020-09-16,15,0,27,Clear,2,0,284,1,1,131,2,1,111,4,0,117,3,0,129,3,0,115
2020-09-17,25,0,20,Partly Cloudy,2,0,284,2,0,124,3,1,140,3,0,125,3,1,128,4,2,117
2020-09-18,23,0,15,Clear,3,1,304,2,0,114,1,0,146,3,1,104,5,1,133,4,1,115
2020-09-19,22,0,26,Clear,1,1,292,2,0,142,4,0,118,4,0,109,2,1,145,3,1,122
2020-09-20,12,0,6,Clear,1,1,282,3,0,107,4,1,103,2,0,117,3,2,103,2,0,119
2020-09-21,22,14,17,Heavy Rain,9,2,242,14,6,85,13,5,98,14,4,106,13,8,121,17,7,93
2020-09-22,18,0,18,Partly Cloudy,1,0,289,2,1,138,5,1,142,5,1,117,1,0,127,1,2,115
2020-09-23,20,12,24,Heavy Rain,5,2,279,11,4,119,10,8,86,15,6,94,17,5,103,13,7,95
2020-09-24,24,0,13,Clear,1,1,287,4,1,108,5,2,106,4,1,130,2,1,132,3,1,115
2020-09-25,18,0,10,Partly Cloudy,2,1,312,2,1,111,3,1,127,5,1,126,2,1,125,2,0,147
2020-09-26,13,18,15,Thunderstorm,10,1,213,18,6,90,17,3,84,13,5,85,12,6,109,16,4,112
2020-09-27,19,0,16,Clear,1,1,315,4,1,125,4,2,136,2,1,132,4,2,124,4,0,144
2020-09-28,16,0,21,Clear,1,1,283,4,1,117,5,2,117,3,1,147,1,2,105,2,1,139
2020-09-29,23,4,18,Partly Cloudy,3,0,296,4,2,116,4,0,131,2,1,137,2,1,104,5,2,110
2020-09-30,14,0,20,Clear,1,1,312,2,1,127,4,1,136,4,0,120,2,0,109,3,1,131
2020-10-01,12,0,13,Clear,2,1,282,4,1,122,1,2,109,4,1,147,2,1,107,4,1,104
2020-10-02,23,0,26,Clear,1,1,316,3,2,112,3,1,145,4,2,127,5,2,145,1,0,120
2020-10-03,11,16,28,Thunderstorm,7,2,242,16,4,83,16,4,87,12,3,110,15,6,114,14,6,87
2020-10-04,17,0,6,Clear,3,1,299,3,2,111,3,1,129,4,2,133,2,2,143,2,0,107
2020-10-05,16,0,10,Clear,2,1,318,2,1,111,2,1,102,1,0,128,2,2,129,2,1,114
2020-10-06,17,0,17,Clear,2,1,294,4,2,114,2,2,112,2,1,133,4,2,117,2,2,132
2020-10-07,23,0,12,Clear,3,1,319,4,0,117,2,1,140,5,1,127,2,1,127,3,2,115
2020-10-08,20,11,21,Heavy Rain,6,1,221,12,4,88,19,7,83,20,7,127,10,7,103,15,6,111
2020-10-09,11,0,29,Clear,1,1,312,5,1,121,1,0,103,1,1,118,2,0,142,2,1,104
2020-10-10,16,0,28,Clear,2,0,307,2,1,141,4,2,123,1,0,132,3,2,146,2,2,109
2020-10-11,22,6,17,Light Rain,4,2,290,6,3,140,7,4,138,5,2,139,10,5,135,5,3,114
2020-10-12,24,0,21,Partly Cloudy,3,0,289,3,0,121,2,0,112,1,1,115,5,2,143,5,1,111
2020-10-13,15,0,16,Clear,2,1,300,1,2,108,4,0,121,2,2,140,3,1,134,2,2,144
2020-10-14,20,0,9,Partly Cloudy,3,1,306,2,1,143,1,1,117,4,2,100,4,1,124,4,2,119
2020-10-15,12,0,9,Partly Cloudy,2,1,312,1,1,135,4,2,111,5,2,119,2,1,128,4,0,134
2020-10-16,21,0,29,Clear,2,0,284,2,2,101,1,0,129,3,1,103,3,0,135,2,2,133
2020-10-17,14,0,11,Clear,2,1,302,2,2,128,3,1,101,4,1,126,2,1,123,2,1,105
2020-10-18,12,0,21,Clear,2,1,299,2,1,138,1,0,147,2,2,143,2,1,127,2,1,136
2020-10-19,24,0,22,Clear,3,1,300,2,2,148,5,2,105,4,0,115,1,0,148,1,2,110
2020-10-20,18,8,23,Light Rain,3,1,270,10,2,125,8,5,124,9,3,114,8,2,133,8,4,122
2020-10-21,22,0,10,Partly Cloudy,1,1,304,4,2,148,2,0,127,2,1,112,4,2,133,2,2,131
2020-10-22,14,0,21,Clear,2,0,306,1,1,148,5,1,123,4,1,131,3,1,148,2,1,134
2020-10-23,22,0,6,Clear,1,1,287,3,2,104,4,1,107,2,1,138,2,0,120,3,2,114
2020-10-24,18,0,5,Partly Cloudy,2,1,314,2,1,120,1,0,136,1,1,143,5,1,103,4,1,120
2020-10-25,15,0,19,Clear,1,1,301,2,2,148,5,1,116,1,2,129,3,1,111,4,2,136
2020-10-26,20,0,20,Partly Cloudy,2,0,315,5,1,130,2,1,148,2,0,113,4,1,131,3,1,101
2020-10-27,10,0,21,Clear,1,1,295,3,1,136,4,0,110,4,0,117,2,1,140,2,0,112
2020-10-28,21,0,8,Clear,3,0,308,3,1,122,2,1,135,2,1,141,4,1,126,2,0,117
2020-10-29,25,5,9,Partly Cloudy,2,0,304,2,1,103,5,1,134,3,0,115,2,1,111,2,2,105
2020-10-30,19,0,11,Clear,1,1,290,5,1,130,3,1,120,3,1,136,2,2,145,1,2,111
2020-10-31,24,4,26,Clear,2,0,282,1,1,131,1,2,118,2,1,103,2,1,148,5,1,118
2020-11-01,17,0,19,Partly Cloudy,1,1,308,2,1,124,4,1,140,3,1,110,4,1,139,3,1,139
2020-11-02,12,11,7,Heavy Rain,5,3,235,16,7,119,19,7,92,12,6,102,14,6,102,19,7,88
2020-11-03,13,0,22,Clear,2,0,280,2,1,143,5,1,128,2,2,149,3,2,130,5,1,105
2020-11-04,15,0,10,Partly Cloudy,1,0,292,1,0,144,4,0,114,4,0,122,2,2,136,4,1,118
2020-11-05,13,0,6,Clear,1,0,284,3,1,119,5,1,122,4,1,128,4,1,132,3,2,135
2020-11-06,17,0,17,Clear,2,1,310,3,0,113,1,1,103,5,1,105,5,0,106,4,1,128
2020-11-07,18,0,10,Clear,3,0,283,4,1,131,3,1,142,4,2,113,4,0,140,4,1,118
2020-11-08,11,0,24,Clear,1,0,311,2,0,114,1,1,139,3,0,106,4,2,142,2,0,114
2020-11-09,24,0,25,Clear,1,0,296,5,2,119,4,1,124,4,1,137,2,0,135,4,0,136
2020-11-10,25,0,7,Clear,2,1,309,3,2,103,3,0,142,2,1,110,4,2,149,3,0,115
2020-11-11,13,0,11,Clear,2,1,312,1,1,136,3,1,124,4,1,128,4,1,116,1,2,144
2020-11-12,15,9,25,Light Rain,3,1,293,8,4,107,8,2,130,10,3,90,8,4,115,10,5,140
2020-11-13,15,0,10,Clear,3,1,317,4,0,105,2,0,144,3,1,126,4,0,113,3,0,149
2020-11-14,24,0,10,Clear,2,1,298,4,1,126,4,0,143,4,1,122,1,1,145,1,1,136
2020-11-15,13,0,15,Clear,2,1,307,2,1,124,2,1,105,3,1,139,2,2,145,5,1,114
2020-11-16,11,4,15,Clear,1,0,283,5,1,117,2,0,117,4,1,136,4,2,134,3,1,113
2020-11-17,17,0,12,Clear,3,1,291,3,1,118,1,1,119,3,1,120,4,1,147,3,1,147
2020-11-18,20,0,28,Partly Cloudy,3,0,310,1,1,122,5,2,113,3,2,115,2,0,121,3,0,102
2020-11-19,24,11,19,Heavy Rain,7,2,225,19,5,101,12,4,124,17,5,82,11,8,111,11,5,83
2020-11-20,24,0,28,Clear,3,1,285,5,0,148,5,2,101,2,1,101,4,2,132,2,1,108
2020-11-21,23,15,14,Heavy Rain,7,2,234,10,4,101,19,8,96,15,6,127,19,5,108,15,5,82
2020-11-22,24,8,23,Light Rain,3,2,252,7,3,130,6,4,110,6,3,128,9,3,109,6,3,120
2020-11-23,12,0,29,Partly Cloudy,2,0,308,4,2,119,3,1,127,1,1,109,5,1,103,4,1,105
2020-11-24,15,0,19,Clear,1,1,312,3,0,144,5,1,150,2,1,119,4,1,100,3,0,133
2020-11-25,17,0,14,Clear,2,1,303,3,1,127,3,1,139,3,1,115,2,2,137,3,0,128
2020-11-26,23,0,14,Clear,1,1,309,2,0,142,5,1,115,2,1,144,4,0,115,4,0,118
2020-11-27,17,0,14,Clear,2,1,308,5,0,133,1,2,114,3,1,120,3,1,120,2,1,147
2020-11-28,18,7,8,Light Rain,2,1,253,5,4,115,10,3,129,6,4,118,8,4,106,10,4,99
2020-11-29,17,0,27,Partly Cloudy,3,0,314,3,2,114,4,1,147,2,1,134,3,1,110,5,1,129
2020-11-30,18,12,10,Heavy Rain,9,2,245,14,5,85,14,5,119,19,6,84,11,7,118,11,6,94
2020-12-01,-9,0,24,Light Snow,7,2,222,18,7,128,10,8,105,13,6,127,11,6,108,17,7,85
2020-12-02,-8,0,9,Clear,2,0,311,2,0,114,3,1,109,2,0,147,2,0,124,5,2,139
2020-12-03,-4,11,9,Heavy Snow,15,3,169,25,11,131,20,10,95,30,13,147,33,8,134,27,8,87
2020-12-04,5,0,22,Clear,3,1,311,5,2,104,4,1,119,3,1,124,1,1,143,4,1,130
2020-12-05,-9,0,25,Clear,1,0,307,3,0,115,4,0,121,3,1,102,3,2,100,3,2,118
2020-12-06,-6,0,28,Clear,2,0,301,3,2,112,2,2,148,2,0,140,4,1,144,2,0,114
2020-12-07,-4,0,26,Clear,3,0,307,2,1,139,2,2,127,5,0,141,2,1,121,1,0,120
2020-12-08,-3,0,30,Clear,2,0,319,4,1,138,2,1,110,1,2,144,4,1,121,2,0,114
2020-12-09,-2,0,18,Clear,2,0,288,5,2,131,2,0,130,3,1,135,4,1,143,2,2,130
2020-12-10,-9,1,8,Clear,2,1,295,5,1,146,2,2,143,3,1,110,4,1,107,3,2,102
2020-12-11,-7,0,26,Clear,2,0,282,2,2,115,3,1,133,3,1,124,3,2,102,2,2,144
2020-12-12,-8,11,14,Heavy Snow,13,4,154,27,14,125,28,12,66,28,14,144,30,14,149,30,12,119
2020-12-13,-4,0,25,Clear,1,1,299,1,0,149,2,0,121,4,2,107,5,2,129,3,2,103
2020-12-14,-2,0,7,Clear,1,1,308,2,2,149,2,2,119,2,2,126,2,1,135,4,1,106
2020-12-15,0,6,15,Light Snow,6,1,231,10,4,104,14,5,116,18,7,118,18,5,98,13,8,116
2020-12-16,2,0,17,Partly Cloudy,1,1,306,1,0,108,3,0,129,3,0,148,4,1,104,3,1,129
2020-12-17,-3,0,10,Clear,2,1,307,5,2,134,5,2,130,2,0,117,4,1,104,3,0,140
2020-12-18,4,0,6,Clear,2,0,284,2,1,108,4,2,100,4,1,101,5,0,142,3,2,121
2020-12-19,2,0,21,Clear,1,0,284,1,2,122,2,1,146,4,0,100,1,0,105,5,0,107
2020-12-20,5,0,26,Partly Cloudy,2,1,309,5,0,125,2,2,132,5,1,100,1,2,118,3,0,140
2020-12-21,-4,0,18,Clear,2,0,286,4,1,102,2,0,124,3,1,110,2,2,146,2,2,147
2020-12-22,-10,0,10,Clear,2,1,316,3,1,108,3,1,144,3,1,140,4,1,117,3,2,101
2020-12-23,-3,0,17,Clear,2,1,306,3,2,106,2,1,104,3,2,116,2,1,132,4,0,126
2020-12-24,0,0,16,Partly Cloudy,2,0,300,4,2,138,2,1,143,2,1,101,1,0,129,2,1,126
2020-12-25,-9,11,21,Heavy Snow,15,4,158,29,8,143,31,15,97,26,13,118,32,11,89,28,8,127
2020-12-26,-6,0,17,Clear,1,1,288,1,1,110,2,0,134,3,1,129,3,1,134,3,1,120
2020-12-27,4,0,6,Partly Cloudy,1,1,295,2,1,131,5,0,115,2,1,137,5,1,114,5,0,113
2020-12-28,-6,11,28,Heavy Snow,11,3,185,25,11,129,25,9,101,32,9,115,21,9,96,24,9,135
2020-12-29,-7,0,23,Light Snow,10,2,259,15,6,113,16,5,89,17,7,105,20,6,115,13,4,105
2020-12-30,-10,0,15,Light Snow,10,1,253,17,8,85,16,6,125,12,7,123,15,7,117,10,4,118
2020-12-31,-3,0,17,Clear,1,1,306,2,2,138,3,1,102,3,1,137,2,0,105,4,1,145
2021-01-01,-10,7,22,Light Snow,6,1,257,10,4,82,17,4,108,10,8,107,10,5,82,10,6,83
2021-01-02,-1,0,28,Light Snow,9,2,251,11,7,103,19,7,123,11,7,120,18,7,107,12,5,112
2021-01-03,-6,0,27,Clear,2,1,318,4,0,118,4,0,127,1,0,133,3,1,150,5,0,121
2021-01-04,-8,8,30,Light Snow,6,2,223,17,7,81,12,6,105,20,7,82,11,7,83,19,6,88
2021-01-05,-3,0,21,Clear,3,0,312,5,1,111,2,0,139,2,1,140,4,0,128,2,1,138
2021-01-06,-2,0,25,Clear,2,0,287,4,0,115,4,1,117,4,0,140,4,2,100,2,1,118
2021-01-07,0,0,11,Partly Cloudy,1,0,289,4,0,139,2,1,110,1,1,128,2,1,136,4,0,108
2021-01-08,-8,0,8,Clear,2,0,300,4,2,140,3,1,145,3,1,117,4,1,121,2,1,146
2021-01-09,-1,0,29,Light Snow,9,1,279,17,8,100,19,5,118,18,8,90,11,8,84,19,6,130
2021-01-10,3,0,18,Partly Cloudy,2,1,302,4,2,127,5,0,122,4,1,146,2,2,144,3,1,104
2021-01-11,-9,0,14,Clear,3,0,286,5,0,148,3,2,118,3,1,133,2,1,109,1,0,104
2021-01-12,-8,0,23,Clear,3,1,280,2,1,129,2,2,143,2,1,135,3,2,109,5,0,115
2021-01-13,-7,0,29,Clear,3,0,304,5,1,102,2,1,108,2,0,108,3,2,120,5,0,138
2021-01-14,-5,0,11,Clear,1,1,307,3,0,101,4,2,137,2,1,110,2,1,147,4,2,134
2021-01-15,2,0,24,Clear,3,0,303,2,2,110,3,2,111,2,1,132,2,1,143,4,1,138
