Date,Temperature (°C),Precipitation (mm),Wind Speed (km/h),Weather Condition,Underground Delays (min),Underground Cancellations (%),Underground Ridership (thousands),Bus Delays (min),Bus Cancellations (%),Bus Ridership (thousands),Overground Delays (min),Overground Cancellations (%),Overground Ridership (thousands),Tram Delays (min),Tram Cancellations (%),Tram Ridership (thousands),DLR Delays (min),DLR Cancellations (%),DLR Ridership (thousands),National Rail Delays (min),National Rail Cancellations (%),National Rail Ridership (thousands)
25/04/2020,13.8,0,18,Partly Cloudy,2,0,316,5,2,145,2,2,120,5,1,128,3,1,104,5,2,107
26/04/2020,14,0,13,Clear,3,1,302,3,0,124,2,0,133,5,1,110,4,2,137,4,1,138
27/04/2020,12.4,0,13,Clear,3,1,285,2,1,115,3,2,148,4,2,126,2,1,128,4,0,118
28/04/2020,11.9,0,14,Partly Cloudy,3,0,303,5,1,147,2,0,145,4,2,134,5,2,142,3,1,147
29/04/2020,11.7,0,14,Clear,2,0,315,3,1,107,1,0,135,1,2,111,2,0,101,4,2,131
30/04/2020,10.9,0,15,Partly Cloudy,1,1,298,2,1,104,4,0,136,1,2,110,5,2,148,3,1,119
01/05/2020,11.5,0,8,Partly Cloudy,1,1,305,3,1,106,3,1,147,4,2,102,2,0,101,2,1,112
02/05/2020,12.9,0,19,Clear,2,0,287,4,1,143,4,1,118,2,2,124,2,0,108,4,0,126
03/05/2020,13.7,0,23,Partly Cloudy,2,0,297,3,1,133,2,1,109,4,1,135,1,1,135,2,2,132
04/05/2020,14.6,0,15,Clear,2,1,297,2,0,100,2,1,140,2,2,125,5,1,136,1,0,100
05/05/2020,15.6,0,21,Clear,3,0,287,2,1,117,4,0,118,4,0,147,5,0,115,2,2,130
06/05/2020,16.1,0,7,Partly Cloudy,2,1,316,4,0,121,3,0,148,2,1,125,1,2,143,3,0,106
07/05/2020,15.7,0,15,Partly Cloudy,2,1,306,3,2,124,4,1,106,4,1,144,5,0,125,2,1,140
08/05/2020,15.2,0,19,Clear,3,1,318,2,0,125,1,2,102,4,1,118,1,1,129,2,2,115
09/05/2020,15.3,0,7,Partly Cloudy,2,0,295,3,1,135,1,1,141,1,2,105,4,1,131,2,0,111
10/05/2020,14.5,0,15,Clear,3,1,304,3,1,121,4,0,100,4,0,145,4,0,105,3,1,114
11/05/2020,15.6,0,11,Clear,3,0,313,3,1,144,4,1,110,4,1,110,5,0,101,1,1,133
12/05/2020,15.2,0,12,Clear,1,1,289,5,0,139,2,0,144,4,1,135,3,2,116,3,1,118
13/05/2020,16.5,7,17,Light Rain,4,0,270,10,3,123,9,3,137,9,3,118,8,4,134,7,3,101
14/05/2020,15.1,39,19,Thunderstorm,17,4,192,27,14,86,34,13,76,28,12,64,29,10,55,34,12,138
15/05/2020,15.9,0,15,Clear,3,0,315,5,1,147,3,2,135,1,2,124,3,1,107,3,2,101
16/05/2020,15.3,19,20,Heavy Rain,9,3,257,13,8,119,16,7,126,17,5,116,10,6,100,12,4,87
17/05/2020,15.9,0,25,Clear,2,1,287,4,2,104,4,2,102,1,0,117,3,1,113,5,1,102
18/05/2020,15.4,0,13,Clear,1,1,320,2,1,131,4,1,145,3,1,132,5,2,102,2,1,116
19/05/2020,16.1,0,20,Partly Cloudy,2,1,311,2,1,105,4,1,115,4,1,110,1,1,128,5,2,126
20/05/2020,16.8,0,20,Clear,2,1,281,4,2,120,3,2,139,2,1,134,3,0,115,5,1,149
21/05/2020,17.3,0,9,Partly Cloudy,1,1,299,2,2,143,1,1,118,3,2,115,5,0,133,4,1,116
22/05/2020,17.8,0,12,Clear,1,0,299,1,2,136,5,1,147,3,1,149,4,0,136,5,2,129
23/05/2020,17.7,0,7,Clear,2,1,304,2,0,131,2,1,142,2,1,147,2,1,130,4,2,146
24/05/2020,18,0,5,Clear,1,1,306,1,2,112,3,1,121,3,0,120,4,2,121,3,1,147
25/05/2020,16.7,0,21,Clear,1,1,287,3,1,144,3,1,112,4,0,121,2,2,124,2,1,143
26/05/2020,16.6,0,23,Partly Cloudy,2,1,281,3,2,114,2,1,131,3,1,145,4,0,147,2,0,104
27/05/2020,16.6,6,11,Light Rain,3,1,291,9,3,102,10,2,134,6,5,107,7,4,119,7,4,127
28/05/2020,15.1,21,8,Thunderstorm,17,3,172,23,12,62,20,8,145,22,13,57,22,12,96,34,15,128
29/05/2020,15.7,0,12,Partly Cloudy,2,1,289,1,2,116,3,0,142,1,2,107,5,1,108,3,1,109
30/05/2020,16.8,0,13,Clear,2,1,295,5,2,107,2,2,120,1,1,130,4,0,106,5,2,129
31/05/2020,17.3,0,20,Clear,1,1,297,5,1,146,5,0,140,3,2,123,4,1,111,2,1,138
01/06/2020,18.1,0,11,Clear,1,1,320,3,0,108,4,1,139,2,2,134,2,1,107,3,2,121
02/06/2020,19.3,0,9,Clear,2,0,285,3,0,105,3,1,146,3,2,127,4,1,147,3,2,118
03/06/2020,18.1,0,5,Clear,1,1,319,3,2,125,3,2,144,4,1,127,2,1,124,4,2,121
04/06/2020,17,0,8,Clear,1,0,319,1,1,115,5,2,112,1,1,117,4,0,107,4,0,143
05/06/2020,16.4,0,25,Clear,2,0,304,4,1,141,3,1,128,3,0,120,2,1,138,3,2,115
06/06/2020,16.9,0,16,Clear,1,0,291,5,1,144,4,1,127,4,2,108,2,1,102,3,2,119
07/06/2020,18.2,0,13,Clear,2,1,307,1,0,103,3,2,106,4,1,134,5,0,145,2,1,143
08/06/2020,19.6,0,17,Partly Cloudy,3,0,312,3,1,121,3,2,127,5,0,136,4,1,130,3,2,141
09/06/2020,18.4,0,13,Clear,3,0,312,2,0,125,1,2,114,3,0,114,4,0,132,5,1,141
10/06/2020,17.5,0,23,Partly Cloudy,2,1,297,1,2,134,3,2,117,2,2,140,3,0,111,4,1,142
11/06/2020,19.2,0,13,Partly Cloudy,2,0,281,3,2,112,2,2,101,4,1,102,5,0,128,2,0,102
12/06/2020,18.1,27,15,Thunderstorm,13,3,196,34,13,138,25,11,111,29,11,90,35,14,93,31,10,60
13/06/2020,18,0,5,Partly Cloudy,2,1,283,2,2,130,5,2,119,2,2,150,4,2,139,2,1,142
14/06/2020,18.8,12,8,Heavy Rain,6,3,222,12,5,111,15,5,88,12,6,94,19,6,83,17,5,113
15/06/2020,18.2,0,20,Partly Cloudy,2,0,299,5,2,104,2,1,105,2,0,132,5,2,119,3,2,106
16/06/2020,19,0,9,Clear,1,1,290,2,0,143,3,1,128,3,0,137,2,0,136,2,1,124
17/06/2020,18.9,0,17,Clear,2,0,293,3,1,149,4,0,100,1,0,106,3,2,137,2,1,125
18/06/2020,19.8,0,23,Clear,2,0,303,2,1,132,2,0,101,1,0,106,2,0,149,2,0,127
19/06/2020,20.6,0,11,Clear,2,1,307,4,2,129,3,1,141,1,2,109,3,2,111,3,0,120
20/06/2020,19.2,0,12,Partly Cloudy,3,0,309,1,0,105,5,2,110,2,0,126,3,0,138,2,2,133
21/06/2020,19,0,21,Clear,2,1,287,1,1,140,4,2,127,1,1,139,1,0,101,3,2,134
22/06/2020,20.3,32,21,Thunderstorm,13,5,164,33,14,126,28,9,103,25,14,126,34,8,131,34,14,63
23/06/2020,18.7,22,18,Thunderstorm,20,3,167,29,14,144,32,11,113,33,11,72,23,8,122,22,10,80
24/06/2020,19,0,18,Clear,1,0,293,2,0,145,4,0,103,5,1,121,4,2,139,3,1,101
25/06/2020,20.2,0,9,Partly Cloudy,3,1,315,5,0,142,4,0,105,5,1,144,1,0,123,2,1,128
26/06/2020,18.7,14,9,Heavy Rain,9,2,226,15,4,86,12,7,126,18,5,94,15,7,130,11,4,115
27/06/2020,19.7,0,19,Partly Cloudy,2,1,319,4,1,110,3,1,144,1,1,138,1,1,119,3,0,143
28/06/2020,19.3,0,14,Clear,1,0,301,1,1,129,2,0,139,5,0,108,5,0,149,1,2,115
29/06/2020,20.4,0,18,Clear,1,1,301,5,1,143,3,2,148,2,2,142,2,1,104,4,0,104
30/06/2020,19.7,0,22,Partly Cloudy,2,0,310,3,1,115,3,1,138,3,2,127,2,2,128,2,1,118
01/07/2020,21.4,0,20,Clear,2,1,312,2,1,116,4,2,137,3,2,122,1,1,148,4,1,132
02/07/2020,22.8,0,12,Partly Cloudy,3,0,299,3,0,148,3,2,109,3,0,138,3,1,103,2,0,114
03/07/2020,22.9,0,17,Clear,2,0,285,4,1,109,2,2,137,4,1,113,5,2,115,4,2,115
04/07/2020,22.4,4,19,Light Rain,3,2,300,5,3,130,9,4,107,7,4,139,7,5,103,10,4,113
05/07/2020,22.6,0,10,Clear,1,0,311,3,0,143,3,2,134,2,1,132,1,0,106,2,1,124
06/07/2020,21.4,0,17,Clear,1,0,296,2,1,131,3,0,117,3,2,138,3,1,118,5,0,149
07/07/2020,22,0,6,Clear,2,0,291,5,1,121,1,1,135,3,1,122,3,0,147,3,1,122
08/07/2020,22.9,12,19,Heavy Rain,7,3,228,18,4,81,19,6,98,12,6,105,20,8,112,14,6,114
09/07/2020,21.5,0,7,Clear,1,0,311,3,1,104,3,1,131,5,0,111,3,2,139,5,1,150
10/07/2020,20.5,34,24,Thunderstorm,11,2,152,22,9,147,30,13,128,28,14,110,25,12,103,32,15,91
11/07/2020,21.7,31,12,Thunderstorm,10,3,181,22,14,58,34,13,83,26,13,110,30,11,99,35,9,92
12/07/2020,21.2,0,20,Clear,1,0,297,3,2,123,2,2,125,3,0,119,5,1,117,4,2,114
13/07/2020,21.5,0,8,Partly Cloudy,2,1,294,2,1,111,3,0,100,5,1,148,2,1,110,4,2,106
14/07/2020,22.8,25,25,Thunderstorm,19,5,167,22,9,100,32,9,116,25,10,116,27,14,66,32,8,69
15/07/2020,23,0,10,Clear,2,0,312,4,0,123,4,1,132,1,1,108,4,1,114,4,0,120
16/07/2020,22.3,0,23,Partly Cloudy,1,1,301,5,1,129,3,1,123,2,2,123,5,1,134,5,1,144
17/07/2020,23.1,0,17,Clear,2,0,310,3,1,113,5,0,102,2,2,149,4,2,111,5,0,105
18/07/2020,21.7,0,21,Clear,3,0,286,3,1,142,3,1,113,4,2,102,5,1,113,5,1,117
19/07/2020,20.9,0,22,Clear,3,0,285,1,1,150,4,1,144,4,0,141,2,0,111,3,1,114
20/07/2020,20.3,0,25,Partly Cloudy,2,0,289,2,1,130,4,1,115,2,1,117,2,1,114,1,2,143
21/07/2020,20,30,9,Thunderstorm,14,2,161,32,14,71,25,9,57,35,13,104,31,14,131,20,9,115
22/07/2020,20.3,0,18,Partly Cloudy,1,1,293,5,0,126,4,1,123,5,1,130,1,2,132,3,0,130
23/07/2020,19.4,25,9,Thunderstorm,12,4,153,25,9,108,30,13,76,21,9,93,34,10,76,22,12,118
24/07/2020,20.6,0,15,Clear,2,1,305,3,1,132,5,1,139,2,1,145,3,2,136,1,1,107
25/07/2020,22.3,0,7,Clear,2,0,281,3,1,105,4,2,138,4,0,113,2,2,147,4,2,132
26/07/2020,21.9,0,7,Clear,2,0,302,3,1,124,3,1,141,3,1,145,4,2,114,1,1,114
27/07/2020,23.1,0,7,Clear,1,1,309,4,2,110,2,0,118,5,1,137,3,0,103,3,1,111
28/07/2020,23.4,0,13,Partly Cloudy,2,1,311,5,1,121,2,0,135,5,1,109,2,1,115,2,1,100
29/07/2020,23.1,0,10,Clear,2,1,298,2,2,138,2,0,104,1,1,103,2,2,115,4,1,112
30/07/2020,23.4,0,13,Clear,2,1,306,2,1,121,3,1,126,4,1,131,2,2,147,2,1,113
31/07/2020,23.7,0,8,Partly Cloudy,1,1,298,2,0,108,4,1,106,1,0,137,4,0,128,1,2,145
01/08/2020,23.4,0,21,Partly Cloudy,2,0,289,2,1,109,2,1,112,3,2,137,4,1,124,2,2,112
02/08/2020,21.5,0,9,Clear,1,0,287,1,1,142,2,2,111,2,0,131,3,1,138,3,1,147
03/08/2020,20.8,0,19,Clear,1,0,299,3,0,146,4,1,134,5,0,113,3,2,102,5,1,118
04/08/2020,20.3,36,24,Thunderstorm,14,5,191,27,13,93,28,8,120,21,14,132,24,10,98,29,10,109
05/08/2020,19.9,0,7,Partly Cloudy,3,0,301,2,1,107,3,2,110,4,0,119,1,1,109,2,1,115
06/08/2020,20.7,0,13,Clear,2,1,303,3,0,122,2,2,144,1,1,111,3,2,126,2,0,140
07/08/2020,21.1,0,9,Clear,3,1,296,3,2,117,2,1,133,4,2,119,1,2,122,3,1,127
08/08/2020,20.2,0,21,Clear,2,0,283,2,1,148,4,1,126,2,2,119,1,1,144,5,0,144
09/08/2020,19.8,38,22,Thunderstorm,16,4,191,32,14,105,35,15,62,33,11,89,29,8,101,33,9,93
10/08/2020,21.4,0,12,Clear,2,1,312,3,2,127,2,1,136,3,0,108,2,1,134,1,2,113
11/08/2020,20.7,0,9,Partly Cloudy,1,0,314,3,1,121,4,2,145,2,2,100,1,2,110,1,0,121
12/08/2020,21.4,0,10,Clear,3,1,293,5,1,103,1,0,136,2,1,105,5,1,145,5,0,123
13/08/2020,19.9,0,15,Clear,1,0,318,4,2,118,1,2,101,5,1,101,4,2,148,2,0,128
14/08/2020,20.6,0,9,Partly Cloudy,2,1,302,3,2,129,4,2,134,3,0,102,2,0,113,2,1,121
15/08/2020,19.6,30,16,Thunderstorm,14,4,191,26,12,145,33,11,114,23,12,148,28,14,91,35,12,54
16/08/2020,20.3,0,6,Partly Cloudy,2,1,292,2,2,118,3,1,128,5,1,120,4,0,127,5,1,141
17/08/2020,20.9,0,24,Clear,1,0,308,2,0,117,5,1,120,2,1,108,1,2,150,2,0,116
18/08/2020,20.8,0,11,Clear,3,1,305,3,2,148,2,0,126,1,1,129,3,1,127,5,0,133
19/08/2020,19.6,25,7,Thunderstorm,10,3,178,31,9,117,23,12,91,30,15,144,20,14,57,34,10,88
20/08/2020,18.9,33,24,Thunderstorm,16,4,188,24,8,50,25,10,56,23,9,141,22,12,109,28,9,82
21/08/2020,18.3,0,9,Clear,2,1,297,3,2,111,4,2,121,2,1,105,1,0,109,3,2,112
22/08/2020,20.3,0,24,Partly Cloudy,2,0,303,3,2,150,3,1,109,1,1,128,4,1,146,4,2,107
23/08/2020,21.5,0,8,Clear,3,0,299,2,1,142,2,1,149,4,2,122,2,1,136,1,1,102
24/08/2020,21.2,0,5,Clear,3,0,308,5,2,112,1,0,135,4,1,117,2,1,124,4,1,117
25/08/2020,20.6,0,10,Clear,2,0,287,4,1,133,4,1,148,1,1,148,4,0,116,2,1,136
26/08/2020,20.2,0,19,Clear,3,1,283,3,0,128,5,2,120,2,0,127,1,1,100,2,0,149
27/08/2020,21.1,0,7,Clear,1,1,313,3,1,127,5,2,126,2,1,109,4,1,105,2,1,144
28/08/2020,21.3,0,12,Clear,2,1,282,3,1,116,5,0,116,3,2,121,4,2,116,3,1,142
29/08/2020,19.9,0,19,Clear,2,1,288,3,1,145,2,2,132,1,1,102,5,2,115,2,1,118
30/08/2020,19.9,0,17,Clear,3,1,299,4,0,101,3,1,128,5,2,132,4,0,108,4,1,122
31/08/2020,19.7,0,9,Clear,1,0,293,2,2,103,2,1,124,1,0,149,4,1,124,2,1,132
01/09/2020,20.3,42,7,Thunderstorm,12,2,157,34,11,58,34,14,125,34,10,134,30,14,130,25,13,76
02/09/2020,19.1,47,11,Thunderstorm,15,3,198,25,13,136,27,11,125,34,13,73,33,11,108,32,9,128
03/09/2020,19,0,8,Clear,3,0,284,5,1,149,2,1,138,4,1,126,4,0,122,2,1,113
04/09/2020,18.2,0,6,Clear,2,0,315,4,0,131,1,2,150,3,1,112,3,2,108,2,1,136
05/09/2020,17.8,0,7,Clear,2,0,306,2,0,106,5,1,140,2,1,125,5,1,137,1,1,123
06/09/2020,19.1,0,10,Clear,1,0,314,3,2,142,2,1,104,5,1,120,2,1,113,2,2,142
07/09/2020,18.2,0,22,Clear,3,0,307,3,1,143,1,1,127,4,0,140,3,0,138,1,1,103
08/09/2020,17.7,0,16,Clear,2,0,298,5,2,107,1,2,126,3,2,116,3,2,134,2,0,110
09/09/2020,18.5,0,5,Partly Cloudy,1,0,289,2,1,146,5,1,121,3,0,103,5,0,110,3,1,101
10/09/2020,17.4,0,19,Clear,2,1,316,2,0,124,4,0,121,1,0,124,2,2,130,3,1,125
11/09/2020,16.3,0,25,Clear,1,0,306,4,2,138,3,1,134,3,1,132,3,1,131,4,1,126
12/09/2020,17.3,0,10,Clear,2,1,319,2,1,110,1,2,112,3,1,124,5,1,114,5,2,108
13/09/2020,16.2,14,24,Heavy Rain,8,2,273,15,5,127,18,7,106,18,5,109,20,5,120,15,4,118
14/09/2020,15.8,0,7,Partly Cloudy,2,0,285,5,1,137,3,1,106,3,0,149,4,1,108,4,0,109
15/09/2020,15.7,0,21,Clear,1,0,310,2,0,147,5,2,140,2,0,117,2,2,139,4,0,145
16/09/2020,17.3,44,10,Thunderstorm,11,4,183,21,10,149,30,13,71,21,10,75,24,9,107,25,14,68
17/09/2020,17.4,24,6,Thunderstorm,20,4,175,21,12,126,23,12,131,32,14,138,34,11,107,32,13,150
18/09/2020,16.2,0,11,Clear,1,1,283,4,1,113,2,1,138,5,2,148,3,2,140,5,0,148
19/09/2020,16.7,0,8,Clear,2,0,285,4,0,116,2,1,113,2,1,133,1,0,112,5,1,130
20/09/2020,16.4,0,6,Clear,2,0,285,4,2,120,3,2,142,3,1,106,3,1,108,3,0,135
21/09/2020,16.8,0,8,Clear,2,1,284,2,2,104,5,1,120,2,1,115,5,1,133,4,1,131
22/09/2020,17,0,11,Clear,3,0,283,3,1,134,5,1,123,4,0,113,5,1,101,2,1,138
23/09/2020,18.3,0,24,Clear,2,1,285,5,0,113,4,1,142,3,1,146,1,2,112,4,0,129
24/09/2020,19.3,0,20,Partly Cloudy,2,1,298,2,0,112,2,1,109,1,0,142,3,1,145,1,2,131
25/09/2020,18,0,20,Clear,3,0,291,1,0,112,5,0,121,3,2,150,4,2,139,5,1,104
26/09/2020,17.7,0,12,Clear,2,1,281,4,1,148,5,2,126,2,1,138,5,2,110,3,1,100
27/09/2020,17,42,10,Thunderstorm,13,5,169,20,10,62,22,9,109,23,11,136,26,14,100,26,13,57
28/09/2020,16.2,0,15,Partly Cloudy,3,0,304,3,2,142,5,1,139,2,0,147,1,2,107,4,1,118
29/09/2020,15.9,0,12,Clear,1,0,284,3,2,144,2,1,138,2,1,126,2,0,108,4,0,109
30/09/2020,16.1,10,23,Light Rain,2,1,269,8,4,101,9,3,131,7,5,129,10,4,114,9,5,138
01/10/2020,15,0,9,Clear,1,0,317,2,1,130,1,1,128,2,2,149,2,0,123,4,1,101
02/10/2020,14.8,0,13,Clear,3,1,309,3,2,134,5,1,137,2,1,139,2,1,112,4,0,141
03/10/2020,14.8,35,11,Thunderstorm,13,3,153,35,8,116,26,13,86,30,13,119,22,13,78,20,11,93
04/10/2020,14.5,0,11,Clear,1,1,303,2,1,127,3,1,132,4,1,107,2,1,144,3,0,138
05/10/2020,15.3,0,17,Partly Cloudy,1,0,284,4,0,125,3,1,144,2,1,139,1,1,141,5,2,116
06/10/2020,15.2,17,7,Heavy Rain,7,3,241,16,6,103,20,5,111,14,4,104,18,4,83,12,7,116
07/10/2020,15,0,23,Partly Cloudy,3,1,306,3,2,146,1,0,148,2,2,119,1,0,108,2,1,135
08/10/2020,16.1,0,15,Clear,2,1,280,1,0,105,4,0,145,5,2,147,2,1,109,4,2,143
09/10/2020,15.3,0,7,Clear,3,0,320,1,2,124,4,2,146,2,2,108,1,1,141,3,2,136
10/10/2020,14.1,0,6,Partly Cloudy,2,1,297,2,1,110,2,0,124,4,1,145,4,1,133,3,1,103
11/10/2020,15.1,0,10,Partly Cloudy,1,0,283,4,2,141,1,1,135,2,1,104,2,1,133,2,0,110
12/10/2020,14,26,18,Thunderstorm,14,4,186,22,8,138,21,9,52,29,12,149,33,11,87,24,9,64
13/10/2020,13,16,11,Heavy Rain,10,2,279,14,6,96,12,5,127,20,4,88,14,5,98,11,6,94
14/10/2020,12.9,28,25,Thunderstorm,13,5,192,34,14,116,33,9,96,35,13,146,32,14,121,31,12,142
15/10/2020,14.1,0,18,Clear,1,1,303,2,0,141,4,2,132,2,1,100,4,0,132,3,1,146
16/10/2020,12.8,0,6,Clear,2,0,312,3,0,102,3,2,122,3,2,131,2,1,131,4,1,148
17/10/2020,12.3,0,16,Clear,1,0,311,4,0,127,1,2,145,1,2,146,2,1,122,4,1,116
18/10/2020,12.6,54,12,Thunderstorm,14,5,175,28,15,139,23,11,147,26,11,70,22,13,127,35,13,74
19/10/2020,11.7,0,12,Clear,3,1,289,5,2,104,4,1,126,5,2,113,2,0,128,1,1,104
20/10/2020,12.1,54,9,Thunderstorm,13,5,187,23,9,122,26,13,95,25,11,125,34,8,102,20,11,139
21/10/2020,12.3,0,18,Partly Cloudy,3,0,289,3,0,125,3,2,122,4,2,144,2,1,117,3,1,141
22/10/2020,12.7,0,25,Clear,2,1,286,3,0,143,2,1,130,2,1,121,2,1,130,3,1,115
23/10/2020,12,0,22,Clear,2,0,301,4,0,136,1,1,141,3,0,149,5,2,121,2,2,127
24/10/2020,13.6,22,25,Thunderstorm,15,2,161,27,8,96,26,13,85,35,9,109,21,13,149,32,12,98
25/10/2020,14.7,0,25,Clear,3,0,290,1,1,138,4,2,132,3,1,120,4,1,135,3,2,113
26/10/2020,14.2,0,15,Partly Cloudy,2,0,316,3,1,117,2,1,106,5,2,110,4,1,109,2,1,135
27/10/2020,14.5,0,20,Partly Cloudy,2,1,293,5,1,141,3,0,127,2,1,124,4,1,134,2,2,142
28/10/2020,15.2,35,8,Thunderstorm,15,2,178,30,11,100,33,9,129,23,8,69,31,11,137,28,8,122
29/10/2020,13.7,0,8,Clear,3,1,295,4,0,140,4,0,115,2,1,110,4,2,101,3,1,146
30/10/2020,13.8,0,14,Clear,1,0,282,3,1,127,2,2,145,2,1,131,1,1,113,5,2,129
31/10/2020,13.9,0,24,Partly Cloudy,1,0,307,3,0,103,5,2,118,5,1,140,3,0,122,3,1,105
01/11/2020,13.8,14,26,Heavy Rain,8,2,266,15,6,116,10,6,124,10,6,126,14,6,129,12,4,123
02/11/2020,13.4,0,25,Partly Cloudy,2,0,281,3,2,145,5,2,129,3,2,137,3,0,146,3,1,131
03/11/2020,12.6,59,21,Thunderstorm,12,3,187,34,14,144,22,8,106,24,14,117,35,10,99,28,10,109
04/11/2020,11.4,0,22,Clear,2,0,280,2,1,120,2,1,135,4,2,123,3,2,121,4,1,121
05/11/2020,11.4,24,19,Thunderstorm,14,3,179,32,14,86,35,12,90,33,13,125,23,11,136,28,13,109
06/11/2020,11.6,40,17,Thunderstorm,17,4,152,30,11,62,26,9,92,26,13,127,29,8,143,30,8,132
07/11/2020,10,0,24,Clear,3,0,283,5,2,134,3,0,140,1,0,127,2,0,121,2,0,104
08/11/2020,8.9,0,31,Clear,2,0,283,2,1,137,3,1,106,4,1,137,3,1,145,5,1,126
09/11/2020,8.3,0,24,Clear,2,0,300,3,1,104,5,2,142,2,2,124,2,0,117,2,2,102
10/11/2020,8.3,0,21,Clear,1,1,293,3,1,144,4,1,119,3,2,144,1,1,139,3,1,121
11/11/2020,8.8,0,25,Clear,1,0,302,3,0,135,4,1,117,5,1,138,3,2,138,4,2,147
12/11/2020,9.1,28,30,Thunderstorm,17,3,153,30,10,100,31,12,58,23,10,76,28,12,70,21,9,148
13/11/2020,9,0,32,Clear,2,0,308,2,2,104,4,0,144,2,1,124,2,1,147,1,2,130
14/11/2020,9.9,33,32,Thunderstorm,14,4,151,22,12,122,29,9,95,25,11,137,32,9,139,27,13,64
15/11/2020,10.1,31,15,Thunderstorm,12,2,162,22,13,53,29,9,145,34,10,111,20,15,102,21,10,58
16/11/2020,9.5,0,24,Clear,1,0,284,4,0,130,2,0,132,3,1,130,3,1,128,4,0,123
17/11/2020,8.1,39,32,Thunderstorm,19,2,171,29,9,127,31,14,51,23,14,117,33,8,110,29,8,101
18/11/2020,8.7,19,28,Heavy Rain,7,3,241,13,8,126,10,7,86,10,5,93,18,7,129,17,6,115
19/11/2020,10.2,0,30,Partly Cloudy,1,1,314,5,0,125,4,0,130,2,1,122,3,1,125,2,0,102
20/11/2020,9,0,31,Clear,1,1,292,5,1,116,2,1,104,1,0,139,3,0,134,3,1,111
21/11/2020,9.1,0,16,Clear,1,0,295,4,2,110,3,1,126,3,0,124,3,2,138,2,0,145
22/11/2020,9.2,0,16,Clear,2,1,284,2,1,143,5,2,148,1,0,107,2,2,145,2,1,146
23/11/2020,9,32,23,Thunderstorm,16,3,151,35,12,97,34,9,69,32,10,130,24,8,102,23,13,114
24/11/2020,10.2,0,19,Partly Cloudy,2,1,313,3,1,132,2,0,131,2,0,100,3,1,138,3,1,120
25/11/2020,10.3,67,34,Thunderstorm,18,5,172,28,13,120,33,13,150,25,14,120,30,10,129,34,10,113
26/11/2020,9.6,0,25,Clear,2,1,283,3,2,143,1,2,135,2,0,109,4,0,112,4,1,139
27/11/2020,10.1,62,20,Thunderstorm,16,4,158,35,11,56,34,12,120,28,14,53,24,11,58,31,11,77
28/11/2020,8.4,0,32,Clear,2,0,305,1,1,132,5,1,138,3,2,120,2,2,102,2,0,142
29/11/2020,7.2,0,24,Clear,2,0,305,4,1,102,4,2,136,4,0,144,2,0,142,5,1,112
30/11/2020,7,0,33,Clear,3,0,312,5,1,118,4,1,134,3,0,142,2,2,113,4,1,116
01/12/2020,6.2,0,26,Partly Cloudy,2,1,310,2,1,124,2,1,134,2,1,147,3,1,103,4,1,131
02/12/2020,7.5,0,29,Clear,1,1,281,4,0,143,2,1,130,3,1,123,2,1,118,3,0,149
03/12/2020,7.1,31,32,Thunderstorm,10,4,177,23,14,87,24,14,114,33,12,124,33,8,128,29,8,101
04/12/2020,5.6,0,26,Partly Cloudy,1,1,288,3,1,136,4,2,104,2,1,125,2,1,120,3,2,120
05/12/2020,4.4,56,34,Thunderstorm,17,3,197,30,14,127,26,11,69,24,13,139,31,11,59,21,11,96
06/12/2020,5.2,64,22,Thunderstorm,18,4,157,32,13,103,28,9,116,34,9,76,34,10,115,28,12,92
07/12/2020,4.9,48,30,Thunderstorm,17,4,162,20,14,99,25,9,56,25,14,142,33,14,141,28,10,130
08/12/2020,4.4,15,25,Heavy Rain,7,1,247,19,6,124,12,5,109,15,7,120,18,8,100,12,6,86
09/12/2020,4.3,26,17,Thunderstorm,10,4,181,31,13,61,24,9,134,31,9,84,34,12,130,24,9,128
10/12/2020,5.3,0,26,Clear,2,0,294,4,1,127,4,2,122,3,2,140,4,1,116,3,2,144
11/12/2020,4.4,0,24,Partly Cloudy,2,0,281,3,0,142,4,1,121,5,1,112,5,2,141,2,0,101
12/12/2020,4.1,0,20,Partly Cloudy,2,0,319,2,1,115,1,1,119,4,2,127,1,1,103,3,1,110
13/12/2020,5.6,0,31,Clear,2,1,293,4,0,100,4,2,139,5,0,112,5,0,134,3,0,114
14/12/2020,5.8,0,29,Clear,2,0,285,3,0,111,3,1,102,3,1,104,5,0,143,1,2,101
15/12/2020,6.6,48,23,Thunderstorm,11,4,154,34,8,98,31,11,72,31,13,142,26,12,86,24,13,84
16/12/2020,6.2,0,29,Partly Cloudy,2,0,311,4,0,105,1,1,141,2,1,145,4,1,113,1,0,105
17/12/2020,5.6,0,16,Clear,1,1,305,3,1,119,1,0,145,5,1,146,4,0,150,1,1,113
18/12/2020,5.4,0,24,Clear,2,0,318,4,1,110,4,0,111,2,2,107,1,1,114,3,1,122
19/12/2020,4.5,53,33,Thunderstorm,12,2,153,29,13,87,30,13,144,21,9,57,33,14,107,21,10,80
20/12/2020,5.1,5,30,Light Rain,3,1,256,9,4,135,7,5,135,8,5,106,7,2,119,9,4,97
21/12/2020,5.2,43,18,Thunderstorm,19,3,165,33,11,52,27,9,149,29,10,106,21,14,143,33,10,83
22/12/2020,4.1,0,26,Clear,3,0,280,1,0,102,3,1,109,4,0,134,2,1,147,1,1,143
